MinSiHotIron;MaxSiHotIron;MinTHotIron;MaxTHotIron;MassHotIron;MassScrap;MassLime;MassDolom;UVSMassDolom;MassFOM;UVSMassFOM;MassDolomS
0,8;0,89;1420;1440;275;110;24;1,5;2,5;3,5;5;0
0,8;0,89;1440;1460;275;112;24;1,5;2,5;3,5;5;0
0,9;0,99;1290;1320;284;96;24,5;1,5;2,5;3,5;5;0
0,9;0,99;1320;1340;281;99;24,5;1,5;2,5;3,5;5;0
0,9;0,99;1340;1360;278;102;24,5;1,5;2,5;3,5;5;0
0,9;0,99;1360;1380;275;105;24,5;1,5;2,5;3,5;5;0
0,9;0,99;1380;1400;275;107;24,5;1,5;2,5;3,5;5;0
0,9;0,99;1400;1420;275;110;24,5;1,5;2,5;3,5;5;0
0,9;0,99;1420;1440;275;112;24,5;1,5;2,5;3,5;5;0
0,9;0,99;1440;1460;275;115;24,5;1,5;2,5;3,5;5;0
1;1,1;1290;1320;280;100;25;1,5;2,5;3,5;5;0
1;1,1;1320;1340;278;103;25;1,5;2,5;3,5;5;0
1;1,1;1340;1360;275;105;25;1,5;2,5;3,5;5;0
1;1,1;1360;1380;275;107;25;1,5;2,5;3,5;5;0
1;1,1;1380;1400;275;110;25;1,5;2,5;3,5;5;0
1;1,1;1400;1420;275;112;25;1,5;2,5;3,5;5;0,5
1;1,1;1420;1440;275;115;25;1,5;2,5;3,5;5;1
1;1,1;1440;1460;275;115;25;1,5;2,5;3,5;5;1,5
1,11;1,25;1290;1320;277;103;25,5;1,5;2,5;3,5;5;0
1,11;1,25;1320;1340;275;105;25,5;1,5;2,5;3,5;5;0
1,11;1,25;1340;1360;275;107;25,5;1,5;2,5;3,5;5;0
1,11;1,25;1360;1380;275;110;25,5;1,5;2,5;3,5;5;0
1,11;1,25;1380;1400;275;113;25,5;1,5;2,5;3,5;5;1
1,11;1,25;1400;1420;275;115;25,5;1,5;2,5;3,5;5;1,5
1,11;1,25;1420;1440;275;115;25,5;1,5;2,5;3,5;5;2
1,11;1,25;1440;1460;275;115;25,5;1,5;2,5;3,5;5;3
