Time;Heigth lance;Rate O2;H2;O2;CO;CO2;N2;Ar;V gas;T gas;C calculated;C sublance;Ignition;DecompressionOffGasEvent
01.09.2012 00:05:25;542;1247,21678331163;0,034;0,588;0,026;0;99,31;0,04;394660,284722222;45;3,07953340179046;0;0;-1807
01.09.2012 00:05:26;531;1269,67283799913;0,034;0,576;0,024;0;99,326;0,04;394600,100694444;45;3,07952912235501;0;0;-1806
01.09.2012 00:05:27;524;1279,87589518229;0,034;0,66;0,03;0,008;99,222;0,044;394242,711805556;45;3,07952682608324;0;0;-1806
01.09.2012 00:05:28;521;1279,42956542969;0,032;1,208;0,054;0,058;98,57;0,072;393897,715277778;45;3,07952363117679;0;0;-1806
01.09.2012 00:05:29;521;1274,94664171007;0,034;2,516;0,128;0,19;96,986;0,142;393366,979166667;45;3,07951982774169;0;0;-1809
01.09.2012 00:05:30;520;1276,29051378038;0,03;4,468;0,24;0,432;94,576;0,252;393377,631944444;45;3,07951388171447;0;0;-1810
01.09.2012 00:05:31;520;1283,74816894531;0,026;6,734;0,39;0,854;91,606;0,388;393292,1875;45,1;3,07950320729415;0;0;-1811
01.09.2012 00:05:32;518;1294,40777587891;0,02;8,82;0,58;1,604;88,444;0,532;393023,890625;45,3;3,07948451733419;0;0;-1813
01.09.2012 00:05:33;512;1300,59683837891;0,014;10,086;0,786;2,818;85,646;0,654;392467,71875;45,5;3,07945534933081;0;0;-1817
01.09.2012 00:05:34;505;1303,13179931641;0,006;10,282;1,004;4,476;83,5;0,734;391931,2;45,7;3,07941107847902;0;0;-1821
01.09.2012 00:05:35;497;1303,36584472656;0,004;9,838;1,166;6,286;81,932;0,774;391145,1;45,9;3,07935060240718;0;0;-1821
01.09.2012 00:05:36;489;1304,43879394531;0;9,4;1,238;7,79;80,78;0,788;390921,078125;46;3,07927229870029;0;0;-1819
01.09.2012 00:05:37;483;1306,73752441406;0;9,51;1,292;8,602;79,802;0,792;391173,05;46;3,07917958756593;0;0;-1818
01.09.2012 00:05:38;481;1312,98723144531;0;10,416;1,296;8,554;78,938;0,794;391787,021875;46;3,07907358150617;0;0;-1817
01.09.2012 00:05:39;481;1320,27155761719;0;11,972;1,242;7,714;78,272;0,8;392269,971875;46;3,07896050673705;0;0;-1817
01.09.2012 00:05:40;481;1324,76088867187;0;13,75;1,178;6,448;77,82;0,806;393297,875;46;3,07884243707437;0;0;-1817
01.09.2012 00:05:41;481;1324,53984375;0;15,372;1,144;5,246;77,428;0,812;394225,675;46;3,07872483830692;0;0;-1821
01.09.2012 00:05:42;481;1322,94827880859;0;16,714;1,08;4,432;76,958;0,816;394754,90625;46;3,07860996010503;0;0;-1825
01.09.2012 00:05:43;481;1321,40277099609;0;17,8;1,038;4,086;76,254;0,822;395502,975;46;3,07849848614998;0;0;-1830
01.09.2012 00:05:44;481;1321,97310791016;0;18,74;1,012;4,204;75,224;0,82;396377,490625;46;3,07839084858844;0;0;-1838
01.09.2012 00:05:45;481;1324,9154296875;0;19,674;1,004;4,742;73,762;0,818;396683,26875;46;3,0782873479903;0;0;-1843
01.09.2012 00:05:46;481;1327,39189453125;0;20,646;1,024;5,654;71,866;0,812;396677,246875;46;3,07818768416185;0;0;-1848
01.09.2012 00:05:47;481;1329,08732910156;0;21,638;1,044;6,832;69,684;0,802;396523,796875;46;3,07808829648908;0;0;-1855
01.09.2012 00:05:48;481;1330,83717041016;0;22,58;1,036;8,106;67,488;0,79;396215,971875;46;3,07799067307703;0;0;-1857
01.09.2012 00:05:49;481;1329,46384277344;0;23,41;1,03;9,28;65,498;0,782;395475,228125;46;3,07789241327561;0;0;-1853
01.09.2012 00:05:50;481;1327,61861572266;0;24,002;1,014;10,17;64,036;0,774;395102,715625;46,2;3,07779461234142;0;0;-1853
01.09.2012 00:05:51;481;1328,25435791016;0;24,352;0,974;10,648;63,25;0,772;394869,2375;46,4;3,07769736672547;0;0;-1853
01.09.2012 00:05:52;481;1331,43999023438;0;24,436;0,922;10,684;63,178;0,778;394380,678125;46,6;3,0776021886403;0;0;-1856
01.09.2012 00:05:53;481;1335,67308349609;0;24,28;0,884;10,358;63,692;0,784;393728,3375;46,8;3,07753156342533;0;0;-1859
01.09.2012 00:05:54;481;1340,09816894531;0;23,968;0,828;9,802;64,608;0,792;393620,025;47;3,07744164532091;0;0;-1867
01.09.2012 00:05:55;481;1342,47799072266;0;23,586;0,84;9,186;65,588;0,802;393944,259375;47;3,07735519344026;0;0;-1876
01.09.2012 00:05:56;481;1342,60234375;0;23,216;0,848;8,656;66,474;0,81;393736,025;47;3,07727115291717;0;0;-1885
01.09.2012 00:05:57;481;1344,20949707031;0;22,912;0,84;8,3;67,138;0,814;393542,909375;47;3,07717055085266;0;0;-1896
01.09.2012 00:05:58;481;1344,67923583984;0;22,742;0,822;8,134;67,486;0,82;393209,48125;47;3,07711039374647;0;0;-1903
01.09.2012 00:05:59;481;1344,31476508247;0;22,68;0,776;8,134;67,59;0,824;392886,290625;47;3,07703187599589;0;0;-1910
01.09.2012 00:06:00;481;1343,47619628906;0;22,758;0,658;8,236;67,522;0,828;392027,420138889;47;3,07695533830797;0;0;-1916
01.09.2012 00:06:01;481;1345,71622314453;0;22,872;0,594;8,346;67,356;0,832;391227,534375;47;3,07688318328782;0;0;-1919
01.09.2012 00:06:02;481;1344,29768880208;0;22,936;0,604;8,39;67,236;0,834;390771,666666667;47;3,0768152095214;0;0;-1919
01.09.2012 00:06:03;481;1344,00493706597;0;22,936;0,586;8,37;67,276;0,834;390167,0625;47;3,07675254587792;0;0;-1915
01.09.2012 00:06:04;481;1347,39587402344;0;22,824;0,59;8,336;67,416;0,834;389523,795138889;47;3,07669361445386;0;0;-1910
01.09.2012 00:06:05;481;1347,92253960503;0;22,576;0,61;8,416;67,566;0,832;389161,25;47;3,07665127345889;0;0;-1904
01.09.2012 00:06:06;481;1346,95557996962;0;22,202;0,574;8,746;67,644;0,834;390108,135416667;47;3,07658109101577;0;0;-1897
01.09.2012 00:06:07;481;1349,41204155816;0;21,674;0,428;9,544;67,516;0,838;390932,916666667;47;3,07654210964638;0;0;-1892
01.09.2012 00:06:08;481;1350,55729980469;0;20,858;0,306;11,036;66,958;0,84;391736,6125;47;3,07649372050575;0;0;-1888
01.09.2012 00:06:09;481;1350,51129150391;0;19,64;0,198;13,434;65,888;0,84;392777,415625;47,1;3,07645237362084;0;0;-1886
01.09.2012 00:06:10;481;1354,33616807726;0;15,708;0,016;21,038;62,422;0,816;393783,006944444;47,3333333333333;3,07641979361765;0;0;-1884
01.09.2012 00:06:11;481;1354,40739746094;0;13,268;0;25,674;60,264;0,794;393599,009375;47,5;3,07639749808001;0;0;-1883
01.09.2012 00:06:12;481;1353,75495605469;0;10,732;0;30,472;58,026;0,77;393589,446875;47,7;3,07638364558785;0;0;-1882
01.09.2012 00:06:13;481;1350,77629394531;0;8,316;0;35,194;55,748;0,742;393832,1125;47,9;3,07637639709733;0;0;-1882
01.09.2012 00:06:14;481;1346,33050537109;0;6,232;0;39,426;53,628;0,714;393573,79375;48;3,07637328881214;0;0;-1884
01.09.2012 00:06:15;481;1342,91762695312;0;4,542;0;42,982;51,784;0,69;393429,084375;48;3,07637253158942;0;0;-1887
01.09.2012 00:06:16;481;1342,13812255859;0;3,21;0;45,746;50,372;0,67;393579,06875;48;3,07637244855049;0;0;-1891
01.09.2012 00:06:17;481;1341,86234130859;0,036;2,244;0;47,42;49,64;0,658;394307,525;48;3,07637244855049;0;0;-1900
01.09.2012 00:06:18;481;1343,69367675781;0,134;1,616;0;47,562;50,024;0,662;394727,728125;48;3,07637244855049;0;0;-1908
01.09.2012 00:06:20;481;1347,42186279297;0,338;1,256;0;46,238;51,484;0,68;395534,15;48;3,07637244855049;0;0;-1918
01.09.2012 00:06:21;481;1350,02468261719;0,686;1,056;1,43;43,248;52,876;0,7;395770,996875;48;3,07637244855049;0;0;-1927
01.09.2012 00:06:22;481;1350,87088623047;1,164;0,94;4,138;39,208;53,83;0,716;395947,765625;48;3,07635170337592;0;0;-1939
01.09.2012 00:06:23;481;1350,38773193359;1,694;0,872;7,904;34,668;54,136;0,722;395139,6375;48;3,07626591107879;0;0;-1950
01.09.2012 00:06:24;481;1349,25836181641;2,238;0,822;12,56;30,198;53,466;0,714;393876,425;48;3,0760207085579;0;0;-1957
01.09.2012 00:06:25;481;1348,61690673828;2,73;0,774;17,906;26,104;51,794;0,694;392497,940625;48;3,07551917280886;0;0;-1962
01.09.2012 00:06:26;481;1347,19165039063;3,106;0,732;22,294;23,026;50,174;0,672;390914,771875;48;3,07465571793761;0;0;-1961
01.09.2012 00:06:27;481;1345,26700439453;3,362;0,696;25,764;20,736;48,796;0,652;388812,790625;48;3,07383117204292;0;0;-1956
01.09.2012 00:06:28;481;1344,76959228516;3,528;0,662;28,522;19,07;47,586;0,636;387429,740625;48;3,07165340893661;0;0;-1944
01.09.2012 00:06:29;481;1345,68056640625;3,594;0,63;30,592;17,97;46,592;0,624;385739,5125;48,2;3,06956166576453;0;0;-1931
01.09.2012 00:06:30;481;1345,92016601563;3,598;0,602;32,022;17,322;45,84;0,616;383822,153125;48,4;3,06783365805669;0;0;-1913
01.09.2012 00:06:31;481;1344,82000732422;3,57;0,576;33,136;16,892;45,218;0,61;382561,353125;48,6;3,06521601213991;0;0;-1893
01.09.2012 00:06:32;481;1343,37022705078;3,51;0,552;34,058;16,578;44,698;0,606;381637,74375;48,8;3,06244423565424;0;0;-1872
01.09.2012 00:06:33;481;1341,74724121094;3,446;0,532;34,732;16,376;44,314;0,604;380547,115625;49;3,05951230925324;0;0;-1849
01.09.2012 00:06:34;481;1340,68835449219;3,38;0,514;35,234;16,222;44,052;0,6;379903,55;49;3,05647608142421;0;0;-1829
01.09.2012 00:06:35;481;1341,29952392578;3,306;0,496;35,674;16,098;43,834;0,596;379570,428125;49;3,05338498669599;0;0;-1810
01.09.2012 00:06:36;481;1342,39937744141;3,216;0,48;35,85;16,09;43,772;0,594;379312,546875;49;3,05021137490267;0;0;-1797
01.09.2012 00:06:37;481;1345,07357177734;3,124;0,466;35,732;16,232;43,854;0,592;379314,065625;49;3,04699254027364;0;0;-1783
01.09.2012 00:06:38;481;1347,11370171441;3,016;0,454;35,326;16,5;44,112;0,592;379407,444444444;49;3,04374740756038;0;0;-1774
01.09.2012 00:06:39;478;1348,14099121094;2,904;0,444;34,694;16,876;44,49;0,594;379676,73125;49;3,04047048625864;0;0;-1768
01.09.2012 00:06:40;473;1349,30400390625;2,792;0,434;34,02;17,296;44,862;0,598;379863,05625;49;3,03722614095648;0;0;-1763
01.09.2012 00:06:41;469;1350,47512478299;2,692;0,426;33,466;17,714;45,102;0,602;379845,149305556;49,1111111111111;3,03401252660999;0;0;-1759
01.09.2012 00:06:42;462;1351,25032552083;2,618;0,42;33,082;18,084;45,194;0,604;379706,958333333;49,3333333333333;3,03084228537842;0;0;-1755
01.09.2012 00:06:43;456;1351,97489420573;2,554;0,412;32,932;18,364;45,138;0,604;379724,736111111;49,5555555555556;3,02850887147772;0;0;-1754
01.09.2012 00:06:44;452;1353,44146050347;2,516;0,406;32,98;18,582;44,918;0,604;380080,131944444;49,7777777777778;3,02465807514045;0;0;-1754
01.09.2012 00:06:45;452;1352,81114366319;2,48;0,402;33,15;18,768;44,604;0,6;380558,388888889;50;3,02236307010423;0;0;-1755
01.09.2012 00:06:46;452;1353,77094184028;2,442;0,398;33,398;18,938;44,234;0,594;380816,309027778;50;3,01932063684474;0;0;-1755
01.09.2012 00:06:47;452;1354,17983669705;2,388;0,394;33,722;19,118;43,79;0,592;380992,815972222;50;3,01626093761446;0;0;-1755
01.09.2012 00:06:48;452;1355,53301323785;2,338;0,39;34,144;19,278;43,264;0,588;381545,732638889;50;3,01318709157566;0;0;-1756
01.09.2012 00:06:49;452;1355,78405761719;2,29;0,384;34,776;19,36;42,608;0,582;381591,28125;50;3,01007247386112;0;0;-1756
01.09.2012 00:06:50;452;1356,06021728516;2,25;0,38;35,596;19,336;41,864;0,574;381461,95625;50;3,0069421752438;0;0;-1757
01.09.2012 00:06:51;452;1357,06667480469;2,22;0,376;36,518;19,27;41,05;0,566;381526,4625;50;3,00376377423842;0;0;-1761
01.09.2012 00:06:52;452;1357,28089599609;2,212;0,368;37,512;19,156;40,196;0,554;381605,15;50;3,00052001151124;0;0;-1764
01.09.2012 00:06:53;452;1357,61401367188;2,206;0,362;38,53;19,072;39,288;0,542;381264,575;50,1;2,99722506477897;0;0;-1765
01.09.2012 00:06:54;452;1358,38703613281;2,188;0,358;39,446;19,086;38,392;0,53;381063,809375;50,3;2,9938267319795;0;0;-1764
01.09.2012 00:06:55;452;1359,30985107422;2,172;0,354;40,168;19,2;37,582;0,522;381326,365625;50,5;2,99038810868085;0;0;-1764
01.09.2012 00:06:56;452;1362,54887695313;2,16;0,35;40,73;19,304;36,94;0,514;381373,271875;50,7;2,98682476940369;0;0;-1764
01.09.2012 00:06:57;452;1366,90867919922;2,126;0,348;41,196;19,372;36,448;0,508;381121,26875;50,9;2,98323078587758;0;0;-1764
01.09.2012 00:06:58;452;1369,03575439453;2,104;0,346;41,524;19,436;36,082;0,504;381234,6375;51;2,97952796024567;0;0;-1766
01.09.2012 00:06:59;451;1372,29735107422;2,088;0,342;41,728;19,48;35,856;0,502;381341,953125;51;2,97579268674447;0;0;-1766
01.09.2012 00:07:00;447;1376,54400634766;2,062;0,338;41,852;19,522;35,728;0,498;380991,98125;51;2,97197558526884;0;0;-1766
01.09.2012 00:07:01;442;1379,35837402344;2,034;0,334;41,944;19,602;35,588;0,498;380899,584375;51;2,96816230730005;0;0;-1768
01.09.2012 00:07:02;438;1380,88444824219;2,022;0,332;41,888;19,766;35,494;0,498;381432,74375;51;2,96430857571108;0;0;-1768
01.09.2012 00:07:03;433;1383,40443115234;2,006;0,328;41,86;19,912;35,396;0,498;381408,09375;51,1;2,96046672810124;0;0;-1768
01.09.2012 00:07:04;430;1384,65368652344;1,992;0,326;41,92;20,006;35,258;0,498;381340,415625;51,3;2,95662108515838;0;0;-1769
01.09.2012 00:07:05;430;1383,61741943359;2,002;0,324;42,022;20,036;35,114;0,5;380952,453125;51,5;2,95276914733401;0;0;-1769
01.09.2012 00:07:06;430;1379,05277099609;2,018;0,322;42,132;20,026;35,002;0,498;381151,66875;51,7;2,94890304963283;0;0;-1767
01.09.2012 00:07:07;430;1376,25200195313;2,02;0,322;42,092;20,048;35,02;0,498;380750,61875;51,9;2,94503204384502;0;0;-1765
01.09.2012 00:07:08;430;1372,66318359375;2,014;0,322;41,808;20,172;35,184;0,498;380791,634375;52;2,94116019220196;0;0;-1765
01.09.2012 00:07:09;430;1371,87896728516;2,002;0,322;41,256;20,432;35,486;0,5;380375,003125;52;2,93730028334975;0;0;-1765
01.09.2012 00:07:10;430;1372,13891601563;1,966;0,322;40,604;20,79;35,814;0,502;380717,08125;52;2,93348670162483;0;0;-1765
01.09.2012 00:07:11;430;1371,51898193359;1,924;0,322;39,962;21,162;36,122;0,506;380391,621875;52;2,93062335540215;0;0;-1765
01.09.2012 00:07:12;430;1371,12526855469;1,894;0,32;39,504;21,456;36,316;0,508;380457,85;52;2,92685977368696;0;0;-1765
01.09.2012 00:07:13;430;1371,48228759766;1,872;0,322;39,244;21,632;36,42;0,512;380311,5625;52;2,92317287005617;0;0;-1765
01.09.2012 00:07:14;430;1368,91335449219;1,838;0,324;39,126;21,672;36,53;0,512;380670,296875;52,2;2,91950536315631;0;0;-1764
01.09.2012 00:07:15;430;1366,00017632378;1,81;0,324;38,988;21,652;36,714;0,514;380665,815625;52,4;2,9158721096552;0;0;-1764
01.09.2012 00:07:16;430;1364,63438720703;1,776;0,324;38,722;21,66;37,002;0,518;380502,528125;52,6;2,91229371544137;0;0;-1764
01.09.2012 00:07:17;430;1364,10470920139;1,748;0,324;38,362;21,714;37,332;0,522;380407,559027778;52,7777777777778;2,90871703558647;0;0;-1764
01.09.2012 00:07:18;430;1363,20912000868;1,714;0,322;37,77;21,874;37,796;0,524;380561,388888889;53;2,90602295240357;0;0;-1765
01.09.2012 00:07:19;430;1362,35743543837;1,68666666666667;0,321666666666667;36,8133333333333;22,195;38,4516666666667;0,533333333333333;380561,982638889;53;2,90161374655496;0;0;-2147483648
01.09.2012 00:07:20;430;1361,29485405816;1,664;0,322;35,82;22,534;39,122;0,54;380743,958333333;53;2,8990266186943;0;0;-1766
01.09.2012 00:07:21;430;1359,37329101563;1,634;0,32;35,21;22,756;39,538;0,544;381113,972222222;53;2,89560140243916;0;0;-1766
01.09.2012 00:07:22;430;1356,14459906684;1,606;0,318;34,762;22,922;39,848;0,548;381528,017361111;53;2,89221518495522;0;0;-1770
01.09.2012 00:07:23;430;1354,02328830295;1,566;0,308;34,25;23,138;40,19;0,552;381237,621527778;53;2,88891002989876;0;0;-1770
01.09.2012 00:07:24;430;1353,16921657986;1,52;0,298;33,662;23,436;40,532;0,556;381601,854166667;53;2,88562157244298;0;0;-1773
01.09.2012 00:07:25;430;1352,71880425347;1,48;0,284;33,016;23,798;40,868;0,56;381427,21875;53,2222222222222;2,88240283955666;0;0;-1776
01.09.2012 00:07:26;429;1352,42588975694;1,448;0,27;32,326;24,186;41,212;0,564;380691,059027778;53,4444444444444;2,8792544173494;0;0;-1777
01.09.2012 00:07:27;426;1351,45535888672;1,424;0,254;31,7;24,556;41,5;0,568;380432,29375;53,6;2,87614321963734;0;0;-1777
01.09.2012 00:07:28;419;1349,7581515842;1,422;0,244;31,214;24,852;41,698;0,57;380222,9375;53,8888888888889;2,87310703141287;0;0;-1778
01.09.2012 00:07:29;414;1350,72028808594;1,43;0,236;30,966;25,006;41,79;0,57;380501,559375;54;2,87012884448485;0;0;-1779
01.09.2012 00:07:30;409;1351,01057128906;1,432;0,232;30,926;25,07;41,768;0,57;380645,8625;54;2,86722128272844;0;0;-1779
01.09.2012 00:07:32;403;1349,06339111328;1,444;0,23;30,934;25,088;41,73;0,57;381056,071875;54;2,86428433480702;0;0;-1780
01.09.2012 00:07:33;401;1348,38570556641;1,452;0,23;30,986;25,066;41,694;0,572;380983,765625;54;2,86142904640748;0;0;-1782
01.09.2012 00:07:34;401;1348,58323974609;1,454;0,228;31,06;25,036;41,65;0,572;381032,51875;54;2,85857136813006;0;0;-1782
01.09.2012 00:07:35;401;1346,89907226562;1,462;0,228;31,05;25,056;41,632;0,572;380698,84375;54;2,85571797625267;0;0;-1783
01.09.2012 00:07:36;401;1346,00352783203;1,48;0,228;31,028;25,094;41,596;0,572;380722,71875;54;2,85285792488994;0;0;-1783
01.09.2012 00:07:37;401;1347,07065429688;1,476;0,226;30,958;25,158;41,608;0,574;380686,278125;54,2;2,85002260121408;0;0;-1787
01.09.2012 00:07:38;401;1347,86589355469;1,472;0,226;30,7;25,286;41,74;0,574;381081,625;54,4;2,84720097328306;0;0;-1791
01.09.2012 00:07:39;401;1345,72492675781;1,462;0,228;30,304;25,442;41,986;0,576;381206,28125;54,6;2,84436652275453;0;0;-1791
01.09.2012 00:07:40;401;1344,28220214844;1,446;0,228;29,842;25,61;42,292;0,578;381020,340625;54,8;2,84154616321859;0;0;-1789
01.09.2012 00:07:41;401;1344,60411376953;1,42;0,228;29,27;25,784;42,712;0,582;380873,134375;55;2,83873859206908;0;0;-1789
01.09.2012 00:07:42;400;1342,16363525391;1,4;0,23;28,678;25,982;43,122;0,586;380780,990625;55;2,83595808298726;0;0;-1787
01.09.2012 00:07:43;400;1342,19071044922;1,374;0,23;28,11;26,182;43,514;0,59;380471,89375;55;2,83319193247159;0;0;-1784
01.09.2012 00:07:44;400;1342,14260253906;1,348;0,23;27,58;26,354;43,894;0,596;380066,028125;55;2,83051125252461;0;0;-1783
01.09.2012 00:07:45;400;1341,16918945313;1,324;0,23;27,102;26,496;44,248;0,602;380114,403125;55;2,82788365564669;0;0;-1780
01.09.2012 00:07:46;400;1340,17438964844;1,31;0,23;26,732;26,604;44,518;0,606;380220,75625;55;2,82532193471329;0;0;-1780
01.09.2012 00:07:47;400;1341,93896484375;1,3;0,23;26,466;26,662;44,73;0,608;380377,940625;55;2,82280729463667;0;0;-1781
01.09.2012 00:07:48;400;1342,49439697266;1,294;0,23;26,232;26,72;44,908;0,61;380615,021875;55;2,82093592901702;0;0;-1785
01.09.2012 00:07:49;400;1342,94289550781;1,296;0,23;26,05;26,806;45,002;0,61;381020,903125;55;2,81785659075378;0;0;-1787
01.09.2012 00:07:50;400;1341,74876708984;1,29;0,23;25,818;26,948;45,098;0,61;381069,8;55,2;2,81601435228615;0;0;-1789
01.09.2012 00:07:51;400;1341,844140625;1,284;0,23;25,49;27,154;45,228;0,61;380932,11875;55,4;2,81357169817941;0;0;-1791
01.09.2012 00:07:52;400;1340,38637695312;1,276;0,23;25,066;27,4;45,416;0,612;380962,81875;55,6;2,81060384451041;0;0;-1791
01.09.2012 00:07:53;400;1340,01472167969;1,26;0,23;24,7;27,612;45,584;0,614;380850,403125;55,8;2,80881931400235;0;0;-1791
01.09.2012 00:07:54;400;1341,78233506944;1,254;0,23;24,244;27,806;45,848;0,616;380629,114583333;56;2,80648375292798;0;0;-1792
01.09.2012 00:07:55;400;1345,91528320313;1,258;0,23;23,848;27,974;46,072;0,618;380594,104166667;56;2,80418295658066;0;0;-2147483648
01.09.2012 00:07:56;398;1347,18729654948;1,262;0,23;23,396;28,188;46,302;0,622;380540,034722222;56;2,80191920685808;0;0;-1790
01.09.2012 00:07:57;393;1349,57250976563;1,26;0,23;22,914;28,444;46,526;0,624;380263,791666667;56;2,79967682584759;0;0;-1791
01.09.2012 00:07:58;387;1348,4498562283;1,268;0,23;22,434;28,716;46,726;0,626;380062,055555556;56;2,79750882152499;0;0;-1792
01.09.2012 00:07:59;381;1348,23206922743;1,258;0,232;22,146;28,972;46,768;0,626;380394,201388889;56;2,7958927854013;0;0;-1792
01.09.2012 00:08:00;375;1347,75561523438;1,24;0,232;21,858;29,228;46,818;0,626;380382,506944444;56;2,79379284103797;0;0;-1792
01.09.2012 00:08:01;373;1346,70631239149;1,212;0,232;21,694;29,382;46,856;0,626;380190,340277778;56;2,79119269109114;0;0;-1793
01.09.2012 00:08:02;373;1346,74361165365;1,184;0,234;21,554;29,526;46,88;0,626;380295,104166667;56;2,78967949488506;0;0;-1793
01.09.2012 00:08:03;373;1347,98178710938;1,144;0,236;21,362;29,69;46,942;0,626;380365,571875;56,1;2,78765440236312;0;0;-1793
01.09.2012 00:08:04;373;1345,92421875;1,116;0,236;21,108;29,878;47,034;0,628;380081,509375;56,3;2,78567315720057;0;0;-1793
01.09.2012 00:08:05;373;1345,65971679688;1,084;0,236;20,872;30,054;47,122;0,63;380148,3;56,5;2,78368742119306;0;0;-1792
01.09.2012 00:08:06;373;1345,65324707031;1,058;0,236;20,508;30,32;47,248;0,63;380504,546875;56,7;2,78173235652382;0;0;-1791
01.09.2012 00:08:07;373;1346,20795898437;1,038;0,234;20,114;30,588;47,394;0,63;380244,06875;56,9;2,7797886826122;0;0;-1791
01.09.2012 00:08:08;372;1343,56939697266;1,02;0,232;19,72;30,864;47,534;0,63;380197,35625;57;2,77789558124908;0;0;-1791
01.09.2012 00:08:09;369;1344,72854003906;0,99;0,232;19,19;31,188;47,768;0,632;380150,46875;57;2,77601083432993;0;0;-1791
01.09.2012 00:08:10;364;1344,45041503906;0,97;0,234;18,51;31,576;48,076;0,636;380115,75;57;2,77418561392855;0;0;-1791
01.09.2012 00:08:11;359;1341,93265380859;0,95;0,236;17,832;31,916;48,426;0,64;380342,15;57;2,77238372348864;0;0;-1792
01.09.2012 00:08:12;354;1340,43662109375;0,922;0,238;17,306;32,156;48,734;0,644;380493,471875;57;2,77065261370109;0;0;-1792
01.09.2012 00:08:13;350;1341,96719970703;0,902;0,24;16,874;32,326;49,01;0,648;380774,0875;57;2,76896189595846;0;0;-1791
01.09.2012 00:08:14;349;1340,43724365234;0,902;0,24;16,684;32,342;49,186;0,648;381058,209375;57;2,7673332895776;0;0;-1790
01.09.2012 00:08:15;349;1340,62880859375;0,91;0,24;16,772;32,212;49,222;0,646;381421,03125;57;2,76574346275259;0;0;-1791
01.09.2012 00:08:16;349;1342,61668701172;0,912;0,238;16,996;32,038;49,17;0,646;381550,86875;57;2,7641790684726;0;0;-1794
01.09.2012 00:08:17;349;1342,59604492188;0,92;0,236;17,192;31,888;49,116;0,646;381923,91875;57,2;2,76260473963949;0;0;-1796
01.09.2012 00:08:18;348;1340,18291015625;0,926;0,234;17,31;31,774;49,106;0,646;381909,303125;57,4;2,76103742402947;0;0;-1798
01.09.2012 00:08:19;345;1341,85626220703;0,92;0,234;17,294;31,754;49,144;0,648;381724,75625;57,6;2,75946999138024;0;0;-1798
01.09.2012 00:08:20;341;1343,70319824219;0,914;0,234;17,092;31,834;49,27;0,65;381655,31875;57,8;2,75787663563535;0;0;-1800
01.09.2012 00:08:21;336;1342,50454101562;0,922;0,236;16,786;31,954;49,446;0,652;381073,21875;58;2,75630355678001;0;0;-1801
01.09.2012 00:08:22;332;1339,89010009766;0,94;0,238;16,416;32,072;49,678;0,654;380606,690625;58;2,75474344546458;0;0;-1802
