231927;0,733175997807148;-6865,43121269057;395900,6;-6663,52191046617;201,909302224398;-1,68313003578832;0,0509999990463257
231928;0,445150131015096;-15056,0168275012;403376,7;-14846,2609391735;209,755888327762;-3,68049541264368;0,0520000010728836
231929;0,0183057800471273;-19141,3948494869;404979,6;-18902,4568840386;238,93796544832;-4,66750840882814;0,0590000003576279
231930;0,780281456433775;-5084,8598348195;396464,9;-4918,34457906446;166,515255755041;-1,24054981388377;0,0419999994337559
231931;0,0183371325416817;-16354,3211229461;410867,8;-16181,7566492727;172,564473673485;-3,93843388293574;0,0419999994337559
231934;0,774010216310947;-7907,42490042961;396449,2;-7732,98725337482;174,437647054791;-1,95056195178974;0,0439999997615814
231935;0,763648970178596;-8305,95621977865;395669;-8119,99179614626;185,964423632398;-2,05221834314699;0,0469999983906746
231936;0,773206807719223;-7471,76498510578;396696,5;-7328,95425125347;142,810733852312;-1,84749657515342;0,0359999984502792
231937;0,75363517153904;-8471,71175840199;395512,7;-8309,55154692285;162,160211479135;-2,10095694700141;0,0410000011324883
231938;0,847011439642316;-8053,5470615124;396640;-7855,2270585572;198,320002955198;-1,98044248148376;0,0500000007450581
231939;0,836455851744928;-7344,12540979942;396149,8;-7165,85799271571;178,26741708371;-1,8088758325047;0,0450000017881393
231940;0,749983345023946;-7731,37769618284;396229,5;-7572,88589972541;158,491796457432;-1,91123727529763;0,0399999991059303
231941;0,726387857880104;-7913,18703604278;406843,18;-7754,51819256906;158,668843473715;-1,90602142883876;0,0390000008046627
231943;0,703363005927581;-6664,93292032169;403978;-6442,74502152564;222,187898796052;-1,59482571365907;0,0549999997019768
231944;0,0206991429470515;-13005,269051421;416065,4;-12826,3609233452;178,90812807586;-3,08277518951231;0,0430000014603138
231951;0,705748235132138;-7830,21175664605;398053,5;-7607,30178976556;222,909966880493;-1,91112546171948;0,0560000017285347
231950;0,123893211773346;-13154,9957437871;415335,2;-12939,0214353311;215,974308456063;-3,11532021252498;0,0520000010728836
231948;0,763356335311944;-5142,59062991811;391958;-4942,69205365612;199,898576261997;-1,26102593993645;0,0509999990463257
231947;0,0316993273300737;-13815,5495196593;415261;-13591,3085738427;224,240945816599;-3,27295570107541;0,0540000014007092
231946;0,0200530037499949;-11493,5802520386;415872,2;-11352,1836963544;141,396555684254;-2,72972891584346;0,034000001847744
231945;0,0200805710912739;-13127,6038897541;414971,6;-12920,1180866623;207,485803091779;-3,11349453472535;0,0500000007450581
