231933;173;2658,09583333333;0,516666666666667;7,99666666666667;0,0529999993741512;0,0327554495333593;True
231940;86;2072,59666666667;0,683333333333333;14,0133333333333;0,0399999991059303;0,0494112350868929;True
231870;39;774,523333333333;3,49;14,51;0,0590000003576279;0,0535484294695927;True
231874;58;1197,80833333333;2,87333333333333;15,8133333333333;0,0520000010728836;0,0521622674423033;True
231939;54;1140,45583333333;0,963333333333333;11,6033333333333;0,0450000017881393;0,0459153299342639;True
2301070;64;512;2;10;0,049;0;True
2301071;61;575;1,5;11;0,045;0;True
231842;35;450,096666666667;1,65333333333333;9,73333333333333;0,0640000030398369;0,0436676637842125;True
2301073;49;533;3;15;0,058;0;True
2301074;55;595;3;15;0,059;0;True
2301075;51;670;3,4;17;0,063;0;True
2301076;87;765;1,7;11;0,048;0;True
2301077;69;595;1,7;11;0,046;0;True
231723;60;1576,03;3,87666666666667;23,89;0,0689999982714653;0,0620039563846269;True
2301080;57;520;2;13,5;0,048;0;True
2301081;94;1100;1,5;12;0,065;0;True
2301082;39;725;10;24;0,062;0;True
2301083;50;590;3;14;0,042;0;True
231901;34;892,636666666667;2,75333333333333;23,46;0,0759999975562096;0,061636240100862;True
2301086;19;30;9;27;0,084;0;True
2301087;56;555;2;11;0,045;0;True
2301088;59;650;3;16,5;0,047;0;True
2301089;44;500;3,5;17;0,051;0;True
2301117;98;760;1;8;0,044;0;True
2301120;62;500;2;10;0,043;0;True
231548;100;1581,96333333333;0,83;4,63333333333333;0,0350000001490116;0,0410234045947461;True
2301125;49;555;3;15;0,065;0;True
2301126;57;620;2;12;0,045;0;True
2301128;39;400;3;14;0,054;0;True
2301129;40;600;7;19;0,083;0;True
2301130;32;350;4;15;0,06;0;True
2301131;29;250;4;9;0,046;0;True
2301132;57;500;2;9;0,043;0;True
2301133;38;470;4;14;0,061;0;True
2301134;54;500;2,5;10;0,053;0;True
2301135;50;550;4;19;0,058;0;True
2301139;40;530;5;19;0,051;0;True
2301140;48;610;5;16;0,063;0;True
2301141;45;400;0,2;16;0,048;0;True
2301142;100;700;1;7;0,059;0;True
2301143;58;530;2;12;0,055;0;True
