MinSiHotIron;MaxSiHotIron;MinTHotIron;MaxTHotIron;MassHotIron;MassScrap;MassLime;MassDolom;UVSMassDolom;MassFOM;UVSMassFOM;MassDolomS
0,5;0,59;1360;1380;307;73;21;1,5;2,5;3,5;5;0
0,5;0,59;1380;1400;305;75;21;1,5;2,5;3,5;5;0
0,5;0,59;1400;1420;302;78;21;1,5;2,5;3,5;5;0
0,5;0,59;1420;1440;300;80;21;1,5;2,5;3,5;5;0
0,5;0,59;1440;1460;297;83;21;1,5;2,5;3,5;5;0
0,6;0,69;1290;1320;312;68;21,5;1,5;2,5;3,5;5;0
0,6;0,69;1320;1340;310;70;21,5;1,5;2,5;3,5;5;0
0,6;0,69;1340;1360;307;73;21,5;1,5;2,5;3,5;5;0
0,6;0,69;1360;1380;305;75;21,5;1,5;2,5;3,5;5;0
0,6;0,69;1380;1400;303;77;21,5;1,5;2,5;3,5;5;0
0,6;0,69;1400;1420;300;80;21,5;1,5;2,5;3,5;5;0
0,6;0,69;1420;1440;298;82;21,5;1,5;2,5;3,5;5;0
0,6;0,69;1440;1460;295;85;21,5;1,5;2,5;3,5;5;0
0,7;0,79;1290;1320;310;70;22;1,5;2,5;3,5;5;0
0,7;0,79;1320;1340;307;73;22;1,5;2,5;3,5;5;0
0,7;0,79;1340;1360;305;75;22;1,5;2,5;3,5;5;0
0,7;0,79;1360;1380;303;77;22;1,5;2,5;3,5;5;0
0,7;0,79;1380;1400;300;80;22;1,5;2,5;3,5;5;0
0,7;0,79;1400;1420;297;83;22;1,5;2,5;3,5;5;0
0,7;0,79;1420;1440;295;85;22;1,5;2,5;3,5;5;0
0,7;0,79;1440;1460;292;88;22;1,5;2,5;3,5;5;0
0,8;0,89;1290;1320;305;75;22,5;1,5;2,5;3,5;5;0
0,8;0,89;1320;1340;303;77;22,5;1,5;2,5;3,5;5;0
0,8;0,89;1340;1360;300;80;22,5;1,5;2,5;3,5;5;0
0,8;0,89;1360;1380;297;83;22,5;1,5;2,5;3,5;5;0
0,8;0,89;1380;1400;295;85;22,5;1,5;2,5;3,5;5;0
0,8;0,89;1400;1420;292;88;22,5;1,5;2,5;3,5;5;0
0,8;0,89;1420;1440;290;90;22,5;1,5;2,5;3,5;5;0
0,8;0,89;1440;1460;287;93;22,5;1,5;2,5;3,5;5;0
0,9;0,99;1290;1320;300;80;23;1,5;2,5;3,5;5;0
0,9;0,99;1320;1340;297;83;23;1,5;2,5;3,5;5;0
0,9;0,99;1340;1360;295;85;23;1,5;2,5;3,5;5;0
0,9;0,99;1360;1380;292;88;23;1,5;2,5;3,5;5;0
0,9;0,99;1380;1400;290;90;23;1,5;2,5;3,5;5;0
0,9;0,99;1400;1420;287;93;23;1,5;2,5;3,5;5;0
0,9;0,99;1420;1440;285;95;23;1,5;2,5;3,5;5;0
0,9;0,99;1440;1460;283;97;23;1,5;2,5;3,5;5;0
1;1,1;1290;1320;295;85;23,5;1,5;2,5;3,5;5;0
1;1,1;1320;1340;292;88;23,5;1,5;2,5;3,5;5;0
1;1,1;1340;1360;290;90;23,5;1,5;2,5;3,5;5;0
1;1,1;1360;1380;287;93;23,5;1,5;2,5;3,5;5;0
1;1,1;1380;1400;285;95;23,5;1,5;2,5;3,5;5;0
1;1,1;1400;1420;282;98;23,5;1,5;2,5;3,5;5;0
1;1,1;1420;1440;280;100;23,5;1,5;2,5;3,5;5;0
1;1,1;1440;1460;278;102;23,5;1,5;2,5;3,5;5;0
1,11;1,25;1290;1320;290;90;24;1,5;2,5;3,5;5;0
1,11;1,25;1320;1340;287;93;24;1,5;2,5;3,5;5;0
1,11;1,25;1340;1360;285;95;24;1,5;2,5;3,5;5;0
1,11;1,25;1360;1380;283;97;24;1,5;2,5;3,5;5;0
1,11;1,25;1380;1400;280;100;24;1,5;2,5;3,5;5;0
1,11;1,25;1400;1420;278;102;24;1,5;2,5;3,5;5;0
1,11;1,25;1420;1440;275;105;24;1,5;2,5;3,5;5;0
1,11;1,25;1440;1460;275;110;24;1,5;2,5;3,5;5;0
